,P(mm),Tavg(C),Tmax(C),Tmin(C)
1/24/1987,0.266666667,-12.48333333,-10.75,-14.52
1/25/1987,4.766666667,-12.51666667,-11.96666667,-13.90666667
1/26/1987,0.2,-11.32333333,-6.963333333,-15.1
1/27/1987,0,-7.196666667,-3.766666667,-12.39666667
1/28/1987,12.1,-10.71666667,-5.096666667,-15.27666667
1/29/1987,22.56666667,-3.41,-0.983333333,-7.103333333
1/30/1987,43,-2.763333333,-0.27,-5.986666667
1/31/1987,34.16666667,-7.95,-1.29,-13.55666667
2/1/1987,5,-6.5,-2.626666667,-15.50666667
2/2/1987,11.06666667,-4.143333333,-2.833333333,-5.74
2/3/1987,2.333333333,-4.32,-2.783333333,-5.736666667
2/4/1987,9.866666667,-6.536666667,-4.273333333,-8.143333333
2/5/1987,1.233333333,-8.8,-5.943333333,-10.50666667
2/6/1987,0,-10.69,-6.18,-12.75666667
2/7/1987,0,-6.313333333,-0.243333333,-12.39
2/8/1987,0,-5.463333333,-3,-7.506666667
2/9/1987,4.033333333,-7.366666667,-5.313333333,-9.346666667
2/10/1987,5.2,-12.39666667,-9.37,-13.82333333
2/11/1987,0.666666667,-13.09333333,-7.813333333,-16.58
2/12/1987,0,-4.783333333,-1.123333333,-10.19333333
2/13/1987,0,-4.836666667,-0.77,-7.503333333
2/14/1987,0,-5.71,-0.846666667,-8.913333333
2/15/1987,0,-6.563333333,-1.11,-10.19
2/16/1987,0,-2.023333333,2.403333333,-6.52
2/17/1987,0,-2.583333333,1.046666667,-4.993333333
2/18/1987,0,-3.9,0.57,-7.266666667
2/19/1987,3.033333333,-3.593333333,-1.063333333,-5.506666667
2/20/1987,9.3,-5.773333333,-3.56,-7.36
2/21/1987,0,-6.363333333,0.553333333,-10.78666667
2/22/1987,0,-0.786666667,2.183333333,-5.996666667
2/23/1987,0,-0.843333333,1.996666667,-3.58
2/24/1987,0,1.38,4.96,-1.93
2/25/1987,19.4,-1.79,1.143333333,-6.87
2/26/1987,4.666666667,-13.87666667,-7.94,-17.75666667
2/27/1987,3.566666667,-13.66,-11.25,-16.17333333
2/28/1987,2.366666667,-15.84333333,-13.07333333,-17.87333333
3/1/1987,0.266666667,-16.18666667,-11.53666667,-20.26333333
3/2/1987,0,-9.906666667,-5.673333333,-14.72
3/3/1987,0,-7.203333333,-2.78,-10.59666667
3/4/1987,0,-4.633333333,0.306666667,-8.343333333
3/5/1987,0,-1.926666667,2.19,-6.613333333
3/6/1987,11.86666667,-3.926666667,-0.243333333,-9.41
3/7/1987,3.833333333,-8.66,-4.306666667,-11.41
3/8/1987,3.566666667,-3.266666667,-0.116666667,-8.006666667
3/9/1987,17.03333333,-8.153333333,-1.81,-10.33333333
3/10/1987,0,-9.446666667,-1.673333333,-15.79
3/11/1987,5.533333333,-8.026666667,-6.046666667,-9.83
3/12/1987,0,-11.99666667,-9.946666667,-14.21333333
3/13/1987,0,-11.58,-7.226666667,-16.51333333
3/14/1987,1.466666667,-13.36333333,-9.25,-16.63333333
3/15/1987,1.9,-14.66333333,-11.58,-17.08
3/16/1987,0,-14.12,-11.13333333,-18.21
3/17/1987,0,-11.08,-6.436666667,-16.71333333
3/18/1987,1.5,-9.293333333,-5.936666667,-12.09333333
3/19/1987,8.366666667,-9.523333333,-2.043333333,-11.79
3/20/1987,2.933333333,-11.14333333,-6.79,-15.16666667
3/21/1987,0,-8.896666667,-1.316666667,-15.44666667
3/22/1987,0,-6.533333333,-0.826666667,-11.15
3/23/1987,0,-4.933333333,1.88,-10.33
3/24/1987,0,-1.386666667,4.09,-6.07
3/25/1987,0,-2.063333333,2.436666667,-4.666666667
3/26/1987,10.86666667,-4.58,-2.15,-6.7
3/27/1987,5.9,-7.583333333,-4.55,-9.38
3/28/1987,0,-10.48,-7.07,-14.77333333
3/29/1987,1.166666667,-9.01,-4.356666667,-13.00333333
3/30/1987,0.233333333,-11.48333333,-8.223333333,-16.15
3/31/1987,0,-7.323333333,-0.833333333,-13.37666667
4/1/1987,0,-2.5,3.6,-7.693333333
4/2/1987,0,0.356666667,5.953333333,-5.296666667
4/3/1987,0.766666667,0.136666667,3.063333333,-3.196666667
4/4/1987,2.833333333,-3.726666667,-2.443333333,-5.946666667
4/5/1987,0,-5.406666667,-1.563333333,-8.366666667
4/6/1987,0,-3.506666667,1.226666667,-8.916666667
4/7/1987,0,-0.543333333,1.933333333,-2.97
4/8/1987,17.6,-2.753333333,-0.123333333,-4.286666667
4/9/1987,2.5,-3.82,1.543333333,-8.876666667
4/10/1987,0,0.393333333,4.866666667,-3.546666667
4/11/1987,0,1.253333333,3.416666667,-1.766666667
4/12/1987,3.833333333,1.62,4.626666667,-1.526666667
4/13/1987,10,-0.39,2.756666667,-3.086666667
4/14/1987,8.9,-1.533333333,0.39,-3.373333333
4/15/1987,2.1,-1.973333333,2.293333333,-4.756666667
4/16/1987,1.033333333,-1.916666667,0.493333333,-4.88
4/17/1987,18.56666667,-2.396666667,1.253333333,-5.673333333
4/18/1987,1.1,-5.333333333,-0.92,-9.23
4/19/1987,7.7,-6.2,-2.76,-12.35333333
4/20/1987,7.466666667,-12.43,-9.01,-16.20666667
4/21/1987,0,-7.106666667,-1.756666667,-12.58666667
4/22/1987,0,-0.05,3.036666667,-3.33
4/23/1987,20.13333333,-0.053333333,3.016666667,-2.733333333
4/24/1987,20.3,-6.066666667,-2.906666667,-8.313333333
4/25/1987,9.366666667,-7.73,-6.54,-9.083333333
4/26/1987,4.733333333,-7.22,-1.4,-10.74666667
4/27/1987,0,-2.37,2.793333333,-6.6
4/28/1987,0,-0.296666667,3.52,-3.396666667
4/29/1987,0,0.733333333,4.376666667,-2.706666667
4/30/1987,0,3.97,10.77,-2.046666667
5/1/1987,0,9.333333333,14.33,4.583333333
5/2/1987,0,5.063333333,9.336666667,0.66
5/3/1987,5.066666667,0.77,3.986666667,-1.836666667
5/4/1987,3.9,0.92,3.15,-1.656666667
5/5/1987,0,2.516666667,6.403333333,-2.103333333
5/6/1987,0,3.476666667,6.21,-0.763333333
5/7/1987,0,4.98,8.79,0.373333333
5/8/1987,1.966666667,7.786666667,11.91666667,3.763333333
5/9/1987,9.733333333,4.786666667,8.486666667,0.763333333
5/10/1987,5.633333333,5.513333333,8.096666667,1.83
5/11/1987,9.666666667,2.383333333,3.913333333,-0.783333333
5/12/1987,5.266666667,1.246666667,3.26,-1.226666667
5/13/1987,0,2.983333333,8.18,-1.95
5/14/1987,0,5.506666667,9.9,1.55
5/15/1987,14.63333333,2.59,6.483333333,-0.823333333
5/16/1987,0,3.756666667,8.503333333,-0.613333333
5/17/1987,0,7.096666667,10.29666667,1.813333333
5/18/1987,0,5.91,10.67666667,2.176666667
5/19/1987,0,6.596666667,11.18333333,1.99
5/20/1987,0,7.38,12.18333333,2.916666667
5/21/1987,10.46666667,6.433333333,9.88,3.16
5/22/1987,0,9.133333333,13.81666667,3.7
5/23/1987,23.06666667,5.766666667,11.21666667,0.96
5/24/1987,13.06666667,2.533333333,7.35,-0.85
5/25/1987,9.566666667,3.22,6.18,0.483333333
5/26/1987,0,4.406666667,8.213333333,1.39
5/27/1987,18.63333333,2.95,5.57,0.213333333
5/28/1987,7.766666667,1.97,6.29,-1.39
5/29/1987,6.566666667,2,4.233333333,0.12
5/30/1987,2.766666667,3.356666667,7.876666667,-1.64
5/31/1987,0,6.346666667,11.50333333,1.066666667
6/1/1987,10.46666667,6.42,10.2,3.52
6/2/1987,28.36666667,3.426666667,6.453333333,1.46
6/3/1987,3.733333333,3.43,6.54,-0.32
6/4/1987,5.533333333,2.3,5.033333333,0.573333333
6/5/1987,0,3.06,8.17,-1.503333333
6/6/1987,0,6.783333333,12.44,1.253333333
6/7/1987,1.833333333,6.76,11.04,3.086666667
6/8/1987,19.3,4.26,7.556666667,1
6/9/1987,30.06666667,2.693333333,7.16,0.72
6/10/1987,12.8,2.233333333,7.096666667,-1.153333333
6/11/1987,5.366666667,4.193333333,9.31,0.88
6/12/1987,0,5.813333333,11.17333333,2.163333333
6/13/1987,1.5,7.153333333,11.57333333,3.53
6/14/1987,1.6,7.956666667,12.95,3.413333333
6/15/1987,0,8.463333333,13.68333333,3.41
6/16/1987,0.9,9.276666667,14.70333333,4.27
6/17/1987,0,10.76,15.64666667,5.48
6/18/1987,4.6,11.62666667,16.58,5.786666667
6/19/1987,8.8,11.01,15.52666667,6.746666667
6/20/1987,1.733333333,11.06666667,14.76,5.336666667
6/21/1987,12.83333333,9.133333333,15.83666667,4.836666667
6/22/1987,0,11.28,15.65,5.863333333
6/23/1987,2.033333333,12.14,17.02666667,7.913333333
6/24/1987,7.133333333,10.03333333,15.17333333,5.523333333
6/25/1987,0.966666667,11.3,15.86333333,6.45
6/26/1987,0,10.16666667,14.98,6.296666667
6/27/1987,1.4,10.46666667,15.62666667,5.23
6/28/1987,0,10.99,16.32,6.526666667
6/29/1987,13.93333333,8.606666667,12.60666667,5.95
6/30/1987,0,7.146666667,11.48666667,2.763333333
7/1/1987,0,7.97,11.87333333,3.71
7/2/1987,0,6.59,11.17666667,2.853333333
7/3/1987,0.166666667,5.893333333,13.03333333,0.69
7/4/1987,0,9.326666667,16.50333333,2.396666667
7/5/1987,0,10.10333333,16.46,4.273333333
7/6/1987,27.2,7.66,13.59,4.66
7/7/1987,1.2,7.28,12.57333333,2.78
7/8/1987,48.1,5.713333333,9.203333333,3.746666667
7/9/1987,10,4.653333333,7.936666667,3.126666667
7/10/1987,0,6.796666667,13.67,0.183333333
7/11/1987,0,10.35333333,16.48333333,4.473333333
7/12/1987,0,11.4,16.59,5.89
7/13/1987,12.63333333,10.39,15.54333333,6.623333333
7/14/1987,12.46666667,9.363333333,14.21,5.953333333
7/15/1987,1.033333333,9.756666667,15.13333333,5.566666667
7/16/1987,2.6,9.823333333,15.47666667,5.363333333
7/17/1987,0.866666667,10.39666667,15.86666667,5.956666667
7/18/1987,0,12.07666667,18.19333333,5.893333333
7/19/1987,0,12.81,17.83,7.95
7/20/1987,1.166666667,11.27333333,15.30333333,7.14
7/21/1987,0,10.42666667,13.32666667,7.39
7/22/1987,0,10.2,16.32,4.653333333
7/23/1987,0,10.94,16.94333333,5.3
7/24/1987,0,10.05666667,15.46333333,5.57
7/25/1987,0,11.34333333,17.23333333,5.816666667
7/26/1987,0,12.46666667,18.5,7.143333333
7/27/1987,0,13.06,19.30333333,7.243333333
7/28/1987,0,14.34666667,20.26333333,8.91
7/29/1987,0,14.22,20.78,8.7
7/30/1987,2.666666667,14.59666667,19.71666667,9.92
7/31/1987,2.833333333,11.90666667,15.73333333,6.71
8/1/1987,0,11.47666667,16.03333333,7.31
8/2/1987,4.5,11.79,17.02666667,7.026666667
8/3/1987,16.63333333,9.786666667,14.44,6.523333333
8/4/1987,0,9.99,14.86,4.56
8/5/1987,0,11.72333333,19.77666667,3.82
8/6/1987,0,15.50666667,22.19,7.25
8/7/1987,0,16.49,21.34,11.27333333
8/8/1987,0,15.21666667,22.08333333,7.836666667
8/9/1987,6.766666667,14.99333333,19.36333333,9.833333333
8/10/1987,14.2,10.02666667,13.97333333,7.453333333
8/11/1987,7.1,9.616666667,14.57333333,6.49
8/12/1987,0,9.616666667,14.31333333,5.943333333
8/13/1987,0.266666667,9.03,14.27333333,5.243333333
8/14/1987,0,10.25,12.26666667,6.516666667
8/15/1987,29.53333333,4.126666667,9.47,2.026666667
8/16/1987,0,5.61,13.09,-0.716666667
8/17/1987,0,10.26333333,16.40333333,3.773333333
8/18/1987,24.23333333,3.71,9.146666667,1.023333333
8/19/1987,0.8,2.346666667,5.996666667,-1.006666667
8/20/1987,0,4.486666667,11.01,-2.103333333
8/21/1987,0,7.063333333,15.00666667,0.453333333
8/22/1987,0,8.88,15.68666667,2.653333333
8/23/1987,0,9.213333333,15.86333333,4.516666667
8/24/1987,27.66666667,5.996666667,9.11,4.306666667
8/25/1987,13.16666667,4.493333333,7.81,2.41
8/26/1987,0.133333333,5.213333333,8.823333333,3.013333333
8/27/1987,0,6.626666667,11.71,1.756666667
8/28/1987,0,7.933333333,14.37666667,2.543333333
8/29/1987,0,9.043333333,15.49333333,3.81
8/30/1987,3.533333333,7.2,11.57666667,4.316666667
8/31/1987,4.133333333,4.793333333,8.893333333,1.483333333
9/1/1987,0,5.503333333,9.366666667,1.076666667
9/2/1987,0.833333333,3.57,6.526666667,1.606666667
9/3/1987,0,4.116666667,10.71333333,-2.356666667
9/4/1987,0,6.976666667,14.33,0.206666667
9/5/1987,0,7.23,10.91666667,2.92
9/6/1987,2.5,3.833333333,7.726666667,1.25
9/7/1987,0,5.083333333,13.01,-0.813333333
9/8/1987,0,6.756666667,13.25,1.083333333
9/9/1987,0,8.656666667,15.11333333,2.053333333
9/10/1987,0,7.66,13.72333333,2.306666667
9/11/1987,0,5.38,9.776666667,2.066666667
9/12/1987,0,5.276666667,11.80666667,0.456666667
9/13/1987,13,5.063333333,9.016666667,1.556666667
9/14/1987,0,6.303333333,11.55333333,0.546666667
9/15/1987,0,7.673333333,13.63,2.523333333
9/16/1987,0,7.426666667,10.47666667,4.773333333
9/17/1987,4.466666667,3.173333333,7.49,-0.063333333
9/18/1987,0,-0.633333333,2.883333333,-3.483333333
9/19/1987,0,-1.963333333,3.816666667,-5.956666667
9/20/1987,0,2.47,11.35,-4.373333333
9/21/1987,0,6.44,12.06666667,0.193333333
9/22/1987,18.66666667,-0.676666667,8.323333333,-5.24
9/23/1987,0,-2.173333333,6.553333333,-7.076666667
9/24/1987,0,5.203333333,14.15666667,-2.666666667
9/25/1987,0,8.376666667,15.73,0.256666667
9/26/1987,0,9.87,15.87333333,4.813333333
9/27/1987,0,9.213333333,16.79333333,4.126666667
9/28/1987,0,10.10333333,17.65333333,4.743333333
9/29/1987,0,10.74,16.54333333,6.14
9/30/1987,0,10.37,15.68,5.563333333
10/1/1987,17.5,6.506666667,10.29333333,4.21
10/2/1987,89.33333333,3.146666667,7.843333333,-1.196666667
10/3/1987,9.533333333,-4.313333333,-2.05,-5.753333333
10/4/1987,3.4,-5.91,-2.646666667,-6.936666667
10/5/1987,0,-4.34,1.536666667,-8.74
10/6/1987,0,-3.256666667,2.693333333,-6.89
10/7/1987,0,-2.413333333,3.963333333,-6.623333333
10/8/1987,0,-2.056666667,3.436666667,-5.973333333
10/9/1987,0,-1.153333333,5.096666667,-5.226666667
10/10/1987,0,1.636666667,9.313333333,-3.433333333
10/11/1987,0,2.666666667,9.893333333,-1.583333333
10/12/1987,0,3.45,10.34333333,-2.01
10/13/1987,1.1,2.943333333,9.14,-1.28
10/14/1987,0.4,1.98,9.18,-3.37
10/15/1987,0,5.22,12.21666667,-0.226666667
10/16/1987,0,6.963333333,14.31,1.98
10/17/1987,0,6.296666667,13.52,1.516666667
10/18/1987,0,6.41,12.35,1.703333333
10/19/1987,0,5.286666667,10.30333333,1.05
10/20/1987,0,2.93,7.773333333,0.056666667
10/21/1987,0,0.8,6.26,-3.92
10/22/1987,0,0.49,6.743333333,-3.763333333
10/23/1987,0,0.313333333,6.563333333,-3.316666667
10/24/1987,0.133333333,-3.036666667,-0.096666667,-4.976666667
10/25/1987,14.4,-6.55,-5.023333333,-7.676666667
10/26/1987,0,-6.913333333,-1.84,-10.40666667
10/27/1987,0,-7.413333333,-2.64,-9.966666667
10/28/1987,0,-7.95,-4.796666667,-9.62
10/29/1987,10.33333333,-5.583333333,-2.326666667,-8.536666667
10/30/1987,23.53333333,-4.396666667,-2.3,-6.36
10/31/1987,2.533333333,-4.743333333,-2.463333333,-6.776666667
11/1/1987,0,-4.763333333,-1.036666667,-7.303333333
11/2/1987,0.8,-2.96,1.286666667,-6.293333333
11/3/1987,32.4,-4.69,-2.11,-6.726666667
11/4/1987,4.466666667,-7.516666667,-5.98,-8.09
11/5/1987,7.3,-8.556666667,-5.533333333,-10.56666667
11/6/1987,12.83333333,-7.226666667,-5.386666667,-8.506666667
11/7/1987,0.5,-8.27,-5.996666667,-10.90333333
11/8/1987,6.8,-6.263333333,-4.903333333,-7.94
11/9/1987,0,-7.8,-4.6,-9.66
11/10/1987,1.233333333,-6.84,-4.696666667,-8.95
11/11/1987,0.833333333,-5.39,-3.02,-7.79
11/12/1987,1.733333333,-1.723333333,1.83,-5.3
11/13/1987,0,1.446666667,4.15,-0.74
11/14/1987,3.1,-0.22,2.063333333,-1.97
11/15/1987,0,1.116666667,5.98,-2.85
11/16/1987,0,4.566666667,8.483333333,1.623333333
11/17/1987,0,2.236666667,5.893333333,-1.216666667
11/18/1987,0,1.233333333,6.216666667,-4.11
11/19/1987,0.2,0.393333333,3.553333333,-2.01
11/20/1987,4.933333333,-2.163333333,0.73,-4.18
11/21/1987,29.93333333,-4.916666667,-2.82,-6.41
11/22/1987,0,-3.466666667,1.463333333,-7.133333333
11/23/1987,0,0.676666667,3.523333333,-3.516666667
11/24/1987,0.2,-1.403333333,2.49,-3.623333333
11/25/1987,0,-4.263333333,-0.56,-7.403333333
11/26/1987,0,-2.85,1.94,-6.25
11/27/1987,0,-2.756666667,0.87,-5.506666667
11/28/1987,0,-2.37,2.35,-6.536666667
11/29/1987,0,-2.606666667,2.27,-6.633333333
11/30/1987,0,-1.53,5.306666667,-5.483333333
12/1/1987,0,2.503333333,8.133333333,-3.446666667
12/2/1987,0,2.35,5.6,-0.906666667
12/3/1987,0,0.406666667,3.29,-2.033333333
12/4/1987,4.033333333,-3.65,-0.68,-6.9
12/5/1987,4.433333333,-4.92,-0.57,-8.116666667
12/6/1987,11.1,-3.906666667,-1.873333333,-5.566666667
12/7/1987,2.3,-6.133333333,-3.506666667,-8.106666667
12/8/1987,0.633333333,-5.58,-2.84,-9.83
12/9/1987,0.266666667,-4.546666667,-2.46,-7.41
12/10/1987,17.03333333,-2.866666667,-0.68,-5.403333333
12/11/1987,30.3,-3.326666667,-1.443333333,-4.666666667
12/12/1987,21.6,-4.07,-2.61,-5.823333333
12/13/1987,18.43333333,-10.72,-5.846666667,-13.65666667
12/14/1987,0,-12.6,-9.32,-16.41666667
12/15/1987,0,-6.473333333,-2.096666667,-13.40666667
12/16/1987,3.266666667,-1.486666667,0.74,-4.133333333
12/17/1987,4.6,-1.316666667,0.316666667,-2.593333333
12/18/1987,22.13333333,-3.946666667,-2.536666667,-5.626666667
12/19/1987,1.6,-4.486666667,-1.706666667,-8.14
12/20/1987,0,-2.383333333,0.696666667,-5.85
12/21/1987,0,-3.466666667,-1.556666667,-5.856666667
12/22/1987,5.933333333,-1.896666667,-0.14,-4.123333333
12/23/1987,7.5,-3.94,0.016666667,-7.306666667
12/24/1987,3,-8.406666667,-7.5,-10.00333333
12/25/1987,12.56666667,-12.92333333,-9.536666667,-14.73333333
12/26/1987,0,-15.49,-13.33333333,-17.49666667
12/27/1987,0.066666667,-14.42333333,-11.47666667,-17.45
12/28/1987,0.233333333,-12.95,-10.67666667,-15.73333333
12/29/1987,1.5,-10.68333333,-7.786666667,-13.73
12/30/1987,6,-14.82666667,-9.363333333,-19.50333333
12/31/1987,10.8,-7.603333333,-6.016666667,-12.88
1/1/1988,0.966666667,-11.74666667,-8.123333333,-14.56666667
1/2/1988,0,-9.83,-1.52,-16.04
1/3/1988,0,-1.826666667,1.77,-4.143333333
1/4/1988,0,-2.35,2.78,-6.42
1/5/1988,0,-3.373333333,0.386666667,-5.996666667
1/6/1988,0,-6.036666667,-2.786666667,-7.87
1/7/1988,0,-5.613333333,-0.776666667,-9.456666667
1/8/1988,0,-1.623333333,1.696666667,-5.27
1/9/1988,0,-1.476666667,2.553333333,-4.753333333
1/10/1988,0,-4.266666667,0.573333333,-7.83
1/11/1988,0,-6.936666667,-2.246666667,-11.37666667
1/12/1988,0,-3.64,-0.473333333,-7.476666667
1/13/1988,2.266666667,-7.973333333,-5.55,-9.293333333
1/14/1988,2.533333333,-11.47666667,-8.613333333,-13.02
1/15/1988,1.7,-12.33666667,-8.25,-14.88666667
1/16/1988,0,-15.01,-11.16666667,-18.24333333
1/17/1988,0,-13.29,-8.986666667,-16.98333333
1/18/1988,0,-12.30333333,-7.953333333,-15.24
1/19/1988,0,-10.24333333,-4.46,-14.06333333
1/20/1988,0,-10.54333333,-7.706666667,-12.60333333
1/21/1988,3.666666667,-11.99666667,-9.673333333,-14.19
1/22/1988,3.733333333,-13.65666667,-11.47333333,-15.30333333
1/23/1988,2.233333333,-13.94333333,-11.67666667,-15.75333333
1/24/1988,0,-12.18,-7.063333333,-17.35666667
1/25/1988,2.533333333,-8.356666667,-5.41,-13.38333333
1/26/1988,3.466666667,-10.33,-8.573333333,-12.30666667
1/27/1988,6.066666667,-9.926666667,-6.96,-12.08
1/28/1988,18.83333333,-10.67666667,-8.036666667,-13.12666667
1/29/1988,0,-16.62666667,-12.41666667,-18.80333333
1/30/1988,2.933333333,-14.35,-10.67666667,-18.23666667
1/31/1988,5.666666667,-10.82666667,-4.366666667,-15.13333333
2/1/1988,13.16666667,-7.23,-4.636666667,-11.38333333
2/2/1988,6.733333333,-11.74666667,-9.223333333,-14.09
2/3/1988,2.733333333,-10.64333333,-6.833333333,-14.26666667
2/4/1988,1.366666667,-11.49,-9.653333333,-14.16666667
2/5/1988,2.766666667,-12.62,-9.093333333,-14.71666667
2/6/1988,0,-9.206666667,0.19,-15.31666667
2/7/1988,0,-3.7,-1.046666667,-6.4
2/8/1988,0,-6.506666667,-1.373333333,-9.556666667
2/9/1988,0,-6.7,-0.3,-10.59333333
2/10/1988,0,-6.076666667,-0.266666667,-9.023333333
2/11/1988,0,-7.08,-0.746666667,-10.29666667
2/12/1988,0,-6.53,0.526666667,-10.09666667
2/13/1988,0,-7.043333333,-1.85,-10.47666667
2/14/1988,0,-6.523333333,-2.183333333,-10.17
2/15/1988,0,-7.483333333,-2.626666667,-9.57
2/16/1988,0,-9.026666667,-3.99,-11.83666667
2/17/1988,0,-10.28,-4.123333333,-13.73333333
2/18/1988,0,-9.6,-3.166666667,-13.94666667
2/19/1988,0,-6.79,-3.733333333,-8.423333333
2/20/1988,0,-6.11,-2.11,-9.743333333
2/21/1988,0,-3.51,0.24,-5.703333333
2/22/1988,7.3,-4.393333333,-0.923333333,-7.186666667
2/23/1988,15.76666667,-7.303333333,-4.286666667,-10.56333333
2/24/1988,15.43333333,-11.16666667,-8.433333333,-12.2
2/25/1988,1.266666667,-12.70666667,-9.39,-14.76333333
2/26/1988,0,-10.68333333,-1.756666667,-15.58333333
2/27/1988,0,-4.946666667,0.453333333,-11.12333333
2/28/1988,0.366666667,-2.946666667,-0.11,-4.703333333
2/29/1988,13.23333333,-6.006666667,-2.886666667,-8.15
3/1/1988,0,-10.01,-4.773333333,-14.8
3/2/1988,0,-7.026666667,-2.786666667,-10.73666667
3/3/1988,15.16666667,-9.31,-4.776666667,-12.49333333
3/4/1988,1.133333333,-12.35,-10.97666667,-14.58333333
3/5/1988,1.5,-13.09,-10.6,-15.02
3/6/1988,0,-13.21666667,-7.52,-17.50666667
3/7/1988,0,-7.656666667,0.156666667,-15.64
3/8/1988,0,-3.23,2.496666667,-8.176666667
3/9/1988,0,-3.83,2.15,-8.07
3/10/1988,0.366666667,-3.52,0.146666667,-6.826666667
3/11/1988,0,-4.206666667,-0.333333333,-7.91
3/12/1988,10.36666667,-6.79,-4.44,-8.356666667
3/13/1988,0,-7.783333333,-3.703333333,-10.03666667
3/14/1988,5.866666667,-8.03,-6.58,-10.01666667
3/15/1988,2.466666667,-6.746666667,-4.466666667,-9.723333333
3/16/1988,10.53333333,-6.093333333,-4.106666667,-8.536666667
3/17/1988,0,-2.643333333,2.753333333,-8.11
3/18/1988,0,-1.83,2.263333333,-5.406666667
3/19/1988,0,-1.15,1.396666667,-2.97
3/20/1988,0.733333333,-2.356666667,0.963333333,-5.663333333
3/21/1988,9.866666667,-6.923333333,-3.033333333,-8.803333333
3/22/1988,1.033333333,-7.953333333,-4.376666667,-9.656666667
3/23/1988,0,-6.326666667,-3.12,-9.613333333
3/24/1988,0,-4.783333333,0.136666667,-9.526666667
3/25/1988,0,-1.406666667,2.63,-5.71
3/26/1988,0.333333333,-0.783333333,2.143333333,-2.916666667
3/27/1988,7.133333333,-3.983333333,-2.273333333,-4.746666667
3/28/1988,1.4,-4.246666667,-1.57,-6.413333333
3/29/1988,0,-2.29,1.95,-6.326666667
3/30/1988,25.3,-3.83,1.283333333,-5.746666667
3/31/1988,12.9,-8.17,-5.25,-9.766666667
4/1/1988,0,-6.366666667,-1.76,-9.403333333
4/2/1988,0,-3.92,3.386666667,-9.823333333
4/3/1988,0,-0.916666667,2.853333333,-4.27
4/4/1988,13.03333333,-4.146666667,-1.796666667,-5.363333333
4/5/1988,0.333333333,-4.923333333,-1.56,-9.253333333
4/6/1988,0,-3.44,0.44,-7.65
4/7/1988,6.566666667,-4.603333333,-1.67,-6.253333333
4/8/1988,0,-2.016666667,5.506666667,-8.856666667
4/9/1988,0,4.096666667,9.363333333,-1.073333333
4/10/1988,0,3.26,6.256666667,1.143333333
4/11/1988,0,2.74,6.736666667,-0.663333333
4/12/1988,9.366666667,-0.906666667,0.903333333,-2.273333333
4/13/1988,2.133333333,-0.44,3.866666667,-2.983333333
4/14/1988,7.133333333,3.626666667,6.556666667,-0.216666667
4/15/1988,11.66666667,1.363333333,5.33,-1.626666667
4/16/1988,0,2.25,5.896666667,-0.566666667
4/17/1988,1.066666667,2.606666667,6,-1.186666667
4/18/1988,11.93333333,1.203333333,5.213333333,-1.716666667
4/19/1988,0,0.733333333,5.7,-4.34
4/20/1988,0,2.993333333,8.05,-1.333333333
4/21/1988,1.333333333,1.246666667,5.676666667,-1.83
4/22/1988,0.333333333,1.363333333,4.553333333,-0.96
4/23/1988,3.866666667,-1.246666667,2.523333333,-4
4/24/1988,1.1,-0.133333333,3.576666667,-3.17
4/25/1988,0,2.353333333,7.42,-2.323333333
4/26/1988,0,3.223333333,8.653333333,-2.486666667
4/27/1988,0,3.396666667,7.866666667,-0.93
4/28/1988,5.6,-2.083333333,2.406666667,-3.763333333
4/29/1988,2.766666667,-3.6,-1.256666667,-6.146666667
4/30/1988,0,-4.5,-1.82,-9.283333333
5/1/1988,2.3,-9.01,-4.876666667,-12.27666667
5/2/1988,0,-5.383333333,1.9,-11.15
5/3/1988,0,-0.823333333,5.45,-5.953333333
5/4/1988,0,0.686666667,6.436666667,-4.31
5/5/1988,0,2.673333333,7.873333333,-2.306666667
5/6/1988,0,3.81,9.253333333,-1.17
5/7/1988,2.233333333,2.833333333,6.173333333,0.22
5/8/1988,15.1,-0.05,1.68,-1.486666667
5/9/1988,5.3,-1.51,1.596666667,-3.31
5/10/1988,8.133333333,-0.57,2.543333333,-4.133333333
5/11/1988,10.83333333,-0.68,2.913333333,-2.673333333
5/12/1988,11.9,-2.356666667,0.186666667,-5.08
5/13/1988,5,-2.31,-0.38,-4.543333333
5/14/1988,0,-2.31,1.75,-5.47
5/15/1988,0,-0.766666667,5.276666667,-5.933333333
5/16/1988,0,4.78,11.61,-2.183333333
5/17/1988,0,9.976666667,15.11666667,4.98
5/18/1988,2.633333333,10.51666667,13.62333333,4.86
5/19/1988,3.533333333,6.33,10.81333333,3.95
5/20/1988,3.2,3.786666667,8.19,-0.02
5/21/1988,0,4.653333333,9.98,-0.263333333
5/22/1988,0,5.98,9.976666667,1.483333333
5/23/1988,5.4,4.403333333,8.903333333,0.533333333
5/24/1988,5.5,3.75,7.866666667,0.516666667
5/25/1988,6.066666667,2.98,6.523333333,0.73
5/26/1988,0,4.7,9.92,-0.22
5/27/1988,1.3,8.033333333,11.75666667,3.813333333
5/28/1988,8.933333333,4.74,8.976666667,2.293333333
5/29/1988,6,3.526666667,6.943333333,1.966666667
5/30/1988,4.266666667,3.696666667,8.16,0.6
5/31/1988,6.933333333,3.946666667,8.273333333,1.16
